Rk	Player	Pos	Age	Tm	G	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS
488	Fred VanVleet\vanvlfr01	SG	25	TOR	54	54	35.7	5.9	14.3	0.413	2.7	6.9	0.39	3.2	7.4	0.434	0.507	3.1	3.7	0.848	0.3	3.4	3.8	6.6	1.9	0.3	2.2	2.4	17.6
489	Gabe Vincent\vincega01	PG	23	MIA	9	0	9.2	0.9	4.1	0.216	0.7	3	0.222	0.2	1.1	0.2	0.297	0	0		0	0.6	0.6	0.7	0.6	0	0.1	0.7	2.4
490	Noah Vonleh\vonleno01	C	24	TOT	36	1	10.5	1.4	2.6	0.565	0.1	0.4	0.2	1.4	2.1	0.636	0.582	0.7	0.9	0.781	1	2.4	3.4	0.8	0.3	0.2	0.6	1.1	3.7
490	Noah Vonleh\vonleno01	C	24	MIN	29	1	12	1.6	3	0.547	0.1	0.5	0.143	1.6	2.5	0.625	0.558	0.8	1	0.821	1.2	2.8	4	0.9	0.4	0.2	0.7	1.2	4.1
490	Noah Vonleh\vonleno01	C	24	DEN	7	0	4.3	0.7	0.9	0.833	0.1	0.1	1	0.6	0.7	0.8	0.917	0.3	0.6	0.5	0.4	0.7	1.1	0.3	0	0	0.3	0.6	1.9
491	Nikola Vučević\vucevni01	C	29	ORL	62	62	32.2	8	16.7	0.477	1.6	4.7	0.339	6.4	12	0.531	0.525	2.1	2.7	0.784	2.3	8.6	10.9	3.6	0.9	0.8	1.4	2.2	19.6
492	Dean Wade\wadede01	PF	23	CLE	12	0	5.9	0.8	1.1	0.692	0.2	0.3	0.5	0.6	0.8	0.778	0.769	0	0.1	0	0.3	1.3	1.6	0.2	0.2	0.3	0.3	0.7	1.7
493	Moritz Wagner\wagnemo01	C	22	WAS	45	5	18.6	3.2	5.9	0.545	0.6	1.8	0.313	2.7	4.1	0.645	0.592	1.7	2.1	0.821	1.2	3.6	4.9	1.2	0.6	0.4	1.5	3.4	8.7
494	Dion Waiters\waitedi01	SG	28	TOT	10	0	20.7	4.1	9.9	0.414	1.5	4.7	0.319	2.6	5.2	0.5	0.49	1.4	1.7	0.824	0.2	2.2	2.4	2	0.4	0.6	1.6	2.1	11.1
494	Dion Waiters\waitedi01	SG	28	MIA	3	0	14	3.3	8.7	0.385	2.7	5.7	0.471	0.7	3	0.222	0.538	0	0.3	0	0	3.7	3.7	1	0	0.7	1	1.7	9.3
494	Dion Waiters\waitedi01	SG	28	LAL	7	0	23.6	4.4	10.4	0.425	1	4.3	0.233	3.4	6.1	0.558	0.473	2	2.3	0.875	0.3	1.6	1.9	2.4	0.6	0.6	1.9	2.3	11.9
495	Kemba Walker\walkeke02	PG	29	BOS	56	56	31.1	6.8	15.9	0.425	3.2	8.4	0.381	3.5	7.4	0.476	0.526	3.7	4.3	0.864	0.6	3.2	3.9	4.8	0.9	0.5	2.1	1.6	20.4
496	Lonnie Walker\walkelo01	SG	21	SAS	61	12	16.2	2.5	5.9	0.426	0.7	1.7	0.406	1.8	4.2	0.434	0.483	0.7	1	0.721	0.4	1.9	2.3	1.1	0.5	0.2	0.7	1.3	6.4
497	Tyrone Wallace\wallaty01	SG	25	ATL	14	0	11.4	1	3.1	0.318	0.1	1.1	0.067	0.9	2.1	0.448	0.33	0.8	1.2	0.647	0.2	1.4	1.6	0.9	0.5	0.1	0.7	1.4	2.9
498	Derrick Walton\waltode01	PG	24	TOT	26	1	9.5	0.7	1.5	0.462	0.4	0.9	0.417	0.3	0.6	0.533	0.59	0.3	0.3	0.778	0.1	0.5	0.6	1	0.3	0	0.2	0.8	2
498	Derrick Walton\waltode01	PG	24	LAC	23	1	9.7	0.7	1.6	0.472	0.4	0.9	0.429	0.3	0.7	0.533	0.597	0.3	0.4	0.778	0.1	0.6	0.7	1	0.2	0	0.2	0.8	2.2
498	Derrick Walton\waltode01	PG	24	DET	3	0	8.7	0.3	1	0.333	0.3	1	0.333	0	0		0.5	0	0		0	0.3	0.3	1.7	1	0	0.3	0.7	1
499	Brad Wanamaker\wanambr01	PG	30	BOS	71	1	19.3	2.3	5.1	0.448	0.5	1.4	0.363	1.8	3.7	0.481	0.499	1.8	1.9	0.926	0.3	1.7	2	2.5	0.9	0.2	1.1	1.9	6.9
500	T.J. Warren\warretj01	SF	26	IND	67	67	32.9	8	14.9	0.536	1.4	3.4	0.403	6.6	11.5	0.575	0.581	2.5	3	0.819	1	3.2	4.2	1.5	1.2	0.5	1.3	2.8	19.8
501	P.J. Washington\washipj01	PF	21	CHO	58	57	30.3	4.6	10.2	0.455	1.5	4	0.374	3.1	6.2	0.507	0.528	1.5	2.3	0.647	1	4.4	5.4	2.1	0.9	0.8	1.6	2.7	12.2
502	Yuta Watanabe\watanyu01	SF	25	MEM	18	0	5.8	0.8	1.9	0.441	0.2	0.4	0.375	0.7	1.4	0.462	0.485	0.2	0.4	0.375	0.4	0.7	1.1	0.3	0.3	0.1	0.1	0.5	2
503	Tremont Waters\watertr01	PG	22	BOS	11	1	10.8	1.3	4.5	0.286	0.4	2.2	0.167	0.9	2.3	0.4	0.327	0.7	0.7	1	0	1.1	1.1	1.5	0.9	0.2	1.4	1.2	3.6
504	Paul Watson\watsopa01	SF	25	TOT	10	0	8.7	1	2.6	0.385	0.4	1.2	0.333	0.6	1.4	0.429	0.462	0.7	0.9	0.778	0.2	1.5	1.7	0.8	0.4	0.1	0.3	0.5	3.1
504	Paul Watson\watsopa01	SF	25	ATL	2	0	8.5	0	3.5	0	0	1.5	0	0	2	0	0	0	0		0	1	1	1.5	0.5	0	0	0.5	0
504	Paul Watson\watsopa01	SF	25	TOR	8	0	8.8	1.3	2.4	0.526	0.5	1.1	0.444	0.8	1.3	0.6	0.632	0.9	1.1	0.778	0.3	1.6	1.9	0.6	0.4	0.1	0.4	0.5	3.9
505	Quinndary Weatherspoon\weathqu01	SG	23	SAS	11	0	7.1	0.5	1.5	0.294	0.1	0.5	0.2	0.4	1.1	0.333	0.324	0.1	0.2	0.5	0.1	0.5	0.6	1	0.3	0.1	0.5	0.7	1.1
506	Russell Westbrook\westbru01	PG	31	HOU	57	57	35.9	10.6	22.5	0.472	1	3.7	0.258	9.6	18.7	0.514	0.493	5.1	6.7	0.763	1.8	6.2	7.9	7	1.6	0.4	4.5	3.5	27.2
507	Coby White\whiteco01	PG	19	CHI	65	1	25.8	4.8	12.2	0.394	2	5.8	0.354	2.8	6.4	0.43	0.478	1.6	2	0.791	0.4	3.1	3.5	2.7	0.8	0.1	1.7	1.8	13.2
508	Derrick White\whitede01	SG	25	SAS	68	20	24.7	3.7	8.1	0.458	1.2	3.2	0.366	2.6	4.9	0.518	0.53	2.6	3.1	0.853	0.5	2.8	3.3	3.5	0.6	0.9	1.3	2.2	11.3
509	Hassan Whiteside\whiteha01	C	30	POR	67	61	30	6.5	10.5	0.621	0.1	0.1	0.571	6.4	10.4	0.622	0.624	2.4	3.6	0.686	3.9	9.7	13.5	1.2	0.4	2.9	1.8	2.9	15.5
510	Andrew Wiggins\wiggian01	SF	24	TOT	54	54	34.4	8.1	18.1	0.447	2.1	6.2	0.332	6	11.9	0.506	0.504	3.5	5	0.709	1.2	3.9	5.1	3.7	0.8	1	2.4	2.4	21.8
510	Andrew Wiggins\wiggian01	SF	24	MIN	42	42	34.6	8.4	18.8	0.444	2.2	6.5	0.331	6.2	12.3	0.505	0.502	3.5	4.9	0.72	1.1	4.1	5.2	3.7	0.7	0.9	2.5	2.4	22.4
510	Andrew Wiggins\wiggian01	SF	24	GSW	12	12	33.6	7.2	15.7	0.457	1.7	4.9	0.339	5.5	10.8	0.512	0.511	3.4	5.1	0.672	1.5	3.1	4.6	3.6	1.3	1.4	2.1	2.2	19.4
511	Grant Williams\willigr01	PF	21	BOS	69	5	15.1	1.3	3.1	0.412	0.3	1.4	0.25	0.9	1.7	0.548	0.469	0.6	0.8	0.722	0.9	1.7	2.6	1	0.4	0.5	0.7	2.4	3.4
512	Johnathan Williams\willijo04	PF	24	WAS	15	6	12	1.3	2.3	0.559	0	0.1	0	1.3	2.1	0.594	0.559	0.5	0.9	0.538	1.6	2.7	4.3	0.5	0.1	0.5	0.3	1.1	3
513	Kenrich Williams\willike04	PF	25	NOP	39	18	21.3	1.3	3.8	0.347	0.6	2.5	0.258	0.7	1.3	0.52	0.432	0.2	0.7	0.346	1.3	3.5	4.8	1.5	0.7	0.5	0.6	2.3	3.5
514	Lou Williams\willilo02	PG	33	LAC	65	8	28.7	6	14.4	0.418	1.7	4.8	0.352	4.3	9.6	0.451	0.477	4.5	5.2	0.861	0.5	2.6	3.1	5.6	0.7	0.2	2.8	1.2	18.2
515	Marvin Williams\willima02	PF	33	TOT	58	1	19.5	2.1	4.6	0.446	1	2.7	0.359	1.1	1.9	0.568	0.551	0.8	1	0.86	0.5	2.6	3.2	1	0.6	0.5	0.6	1.8	5.9
515	Marvin Williams\willima02	PF	33	CHO	41	1	19.7	2.3	5.1	0.448	1.1	2.9	0.376	1.2	2.3	0.538	0.552	1	1.2	0.86	0.4	2.3	2.7	1	0.6	0.5	0.6	1.7	6.7
515	Marvin Williams\willima02	PF	33	MIL	17	0	18.9	1.5	3.4	0.439	0.7	2.3	0.308	0.8	1.1	0.722	0.544	0.4	0.4	0.857	0.9	3.5	4.4	1.1	0.6	0.5	0.5	1.9	4
516	Robert Williams\williro04	C	22	BOS	29	1	13.4	2.2	3	0.727	0	0		2.2	3	0.727	0.727	0.8	1.2	0.647	1.4	3	4.4	0.9	0.8	1.2	0.7	1.8	5.2
517	Nigel Williams-Goss\willini01	PG	25	UTA	10	0	5	0.5	1.6	0.313	0.2	0.7	0.286	0.3	0.9	0.333	0.375	0.2	0.2	1	0.2	0.4	0.6	0.6	0.3	0.1	0.3	0.6	1.4
518	Zion Williamson\willizi01	PF	19	NOP	24	24	27.8	8.8	15	0.583	0.3	0.6	0.429	8.5	14.4	0.59	0.592	4.8	7.4	0.64	2.7	3.6	6.3	2.1	0.7	0.4	2.5	1.8	22.5
519	D.J. Wilson\wilsodj01	PF	23	MIL	37	1	9.8	1.4	3.6	0.394	0.5	2	0.247	0.9	1.6	0.576	0.462	0.3	0.5	0.611	0.3	2.2	2.5	0.7	0.1	0.1	0.5	0.9	3.6
520	Justise Winslow\winslju01	SG	23	MIA	11	5	32	4.5	11.7	0.388	0.5	2.5	0.222	4	9.3	0.431	0.411	1.6	2.5	0.667	1.5	5.2	6.6	4	0.6	0.5	2.2	3.5	11.3
521	Christian Wood\woodch01	PF	24	DET	62	12	21.4	4.6	8.2	0.567	0.9	2.3	0.386	3.8	5.9	0.636	0.62	2.9	3.9	0.744	1.7	4.6	6.3	1	0.5	0.9	1.4	1.6	13.1
522	Delon Wright\wrighde01	PG	27	DAL	73	5	21.5	2.6	5.6	0.462	0.6	1.7	0.37	2	3.9	0.504	0.519	1.1	1.4	0.77	1	2.9	3.8	3.3	1.2	0.3	1	1.3	6.9
523	Justin Wright-Foreman\wrighju02	PG	22	UTA	4	0	11.3	1.8	5	0.35	0.5	2.5	0.2	1.3	2.5	0.5	0.4	0.8	1	0.75	0	1.3	1.3	1.8	0.5	0	0.8	1.3	4.8
524	Thaddeus Young\youngth01	PF	31	CHI	64	16	24.9	4.2	9.4	0.448	1.2	3.5	0.356	3	5.9	0.501	0.513	0.7	1.1	0.583	1.5	3.5	4.9	1.8	1.4	0.4	1.6	2.1	10.3
525	Trae Young\youngtr01	PG	21	ATL	60	60	35.3	9.1	20.8	0.437	3.4	9.5	0.361	5.7	11.4	0.501	0.519	8	9.3	0.86	0.5	3.7	4.3	9.3	1.1	0.1	4.8	1.7	29.6
526	Cody Zeller\zelleco01	C	27	CHO	58	39	23.1	4.3	8.3	0.524	0.3	1.3	0.24	4	7	0.577	0.543	2.1	3.1	0.682	2.8	4.3	7.1	1.5	0.7	0.4	1.3	2.4	11.1
527	Tyler Zeller\zellety01	C	30	SAS	2	0	2	0.5	2	0.25	0	0		0.5	2	0.25	0.25	0	0		1.5	0.5	2	0	0	0	0	0	1
528	Ante Žižić\zizican01	C	23	CLE	22	0	10	1.9	3.3	0.569	0	0		1.9	3.3	0.569	0.569	0.6	0.9	0.737	0.8	2.2	3	0.3	0.3	0.2	0.5	1.2	4.4
529	Ivica Zubac\zubaciv01	C	22	LAC	72	70	18.4	3.3	5.3	0.613	0	0	0	3.3	5.3	0.616	0.613	1.7	2.3	0.747	2.7	4.8	7.5	1.1	0.2	0.9	0.8	2.3	8.3
